46,49,49,49,49,49,49,49,49,49,49,49,49,49,33
47,0,0,0,0,0,0,0,0,0,0,0,0,0,32
47,0,0,0,0,0,96,0,0,0,0,0,0,86,32
47,0,0,0,0,0,25,23,16,17,17,17,17,102,32
47,0,0,0,0,0,0,0,48,49,49,49,49,105,32
47,0,0,16,31,0,0,0,0,0,0,0,0,105,32
47,0,0,48,63,0,0,0,0,0,0,0,0,105,32
47,0,0,0,0,0,0,0,0,0,0,0,16,17,32
47,0,0,0,0,0,0,0,0,0,0,0,48,49,33
47,0,0,0,0,0,0,0,0,50,0,0,0,0,32
47,0,0,0,0,0,0,16,17,31,0,0,0,0,32
47,24,22,0,0,0,0,48,62,63,0,0,0,0,32
47,0,0,0,0,0,0,0,0,0,0,0,0,0,32
47,0,72,0,0,0,0,0,0,0,0,0,0,0,32
29,30,30,30,30,30,30,30,30,30,30,30,30,30,18
